id,review_title,rating_title
tt0079095,Allegory of Postwar Germany,8/10
tt0079095,Rainer Fassbinder at his peak,6/10
tt0079095,Post-War Germany Up Close and Personal,5/10
tt0079095,I can't see the appeal,4/10
tt0079095,bad times for feelings,6/10
tt0079095,Fraulein Mildred Pierce,8/10
tt0079095,"Maria, a metaphor for Germany SPOILER",6/10
tt0058458,Tragic Romance,8/10
tt0058458,A stunningly modern film on the most classic of all melodramas,10/10
tt0058458,The Flight of Pierre,8/10
tt0058458,One of Truffaut's most accomplished films,8/10
tt0058458,Harsh conclusion,8/10
tt0058458,Truffaut's biggest flop is one of the greatest achievements in cinema,9/10
tt0058458,The stewardess,9/10
tt0058458,Sure and unflinching,8/10
tt0058458,Love is sweet and bitter. Honeymoon becomes Bittermoon.,9/10
tt0058458,A beautiful gem,10/10
tt0058458,Cupid Exposed,9/10
tt0058458,Confidentially Yours,7/10
tt0058458,Wonderful movie...,6/10
tt0058458,Superb and suspenseful movie,9/10
tt0058458,"It's Truffaut, After All",8/10
tt0058458,French Love,9/10
tt0058458,Well-done but slow and a terrible ending,10/10
tt0058458,Sow motion train wreck,7/10
tt0062262,A primeval western experience,8/10
tt0062262,Absolutely fascinating viewing. A difficult movie but an unforgettable one!,6/10
tt0062262,Answers (warning: some spoilers),8/10
tt0062262,A Closer Look at Two Shaping Points,6/10
tt0062262,"strange, dark western with something going on beneath its B-movie surface",2/10
tt0062262,Rare and complex Western by Monte Hellman that tells hows a group pursues an unknown rider,7/10
tt0062262,A subversive western,1/10
tt0062262,"""Gonna be a bunch of ugly work I tell 'ya.""",9/10
tt0062262,The emperor has no clothes,3/10
tt0062262,"Superby photographed, but...",4/10
tt0062262,Depressing idiotic ripoff of better westerns,4/10
tt0062262,Maddeningly Evasive,7/10
tt0062262,Monte Hellman hits it out of the park with this unique and surprising Western gem,3/10
tt0062262,Pointless and Unsatisfying,8/10
tt0062262,"Pointless low budget existential indie, that people struggle to like in order to feel smarter about themselves.",6/10
tt0062262,"Gruelling, and not in a good way...",2/10
tt0062262,Uncompromising Indie Western,6/10
tt0062262,Not so straight forward as some seem to think,8/10
tt0071910,Bleak,7/10
tt0071910,A masterpiece.,10/10
tt0071910,"""There Is No Cure""",7/10
tt0071910,Shocking without being vulgar. A gem.,7/10
tt0071910,Room service at a Hell of a cost.,9/10
tt0071910,The Stockholm Syndrome,9/10
tt0071910,Passions,7/10
tt0071910,A movie that dares,9/10
tt0071910,Very flawed but interesting and often beautiful film,8/10
tt0071910,Exquisitely kinky,8/10
tt0071910,Compelling character study and explosive drama,7/10
tt0071910,Eroticism + Nihilism = 1970's Art-Films,4/10
tt0071910,"Before she could testify against you, you must file her away.",5/10
tt0071910,"An unsettling trip into decadence, eroticism, and bondage",5/10
tt0071910,"Dingy, bad taste vibes",10/10
tt0071910,Disturbing and unforgettable story of a deadly passion,3/10
tt0071910,Worth seeing but not for any insights into fascism,7/10
tt0071910,Il Portiere Sleazy,7/10
tt0059229,Technicolor Psyche of a Woman at a Loss for Love,9/10
tt0059229,Fellini's deepest dreams,10/10
tt0059229,only for lovers of the Surreal and those who love everything from Fellini,3/10
tt0059229,Unique to the medium,8/10
tt0059229,"Nine; or, Fellini's Other Half",7/10
tt0059229,An Apologia to Giulietta,8/10
tt0059229,"35mm restoration, brilliant in color and Fellini style.",10/10
tt0059229,"Fellini at his dazzling, colorful peak!",9/10
tt0059229,the precise map of profound crisis,4/10
tt0059229,8 1/2 In Drag,3/10
tt0059229,Juliet of the Spirits,10/10
tt0059229,"Vapid, Solipsistic and Void of Meaning",10/10
tt0059229,"I AM your lover, I AM your zero, I AM the face in your dreams of glass",10/10
tt0059229,Butterfly on the Back,10/10
tt0059229,Fantasy informing and transforming reality.,10/10
tt0059229,The Spirits are with us ...,3/10
tt0059229,A very sensitive Fellini masterpiece,5/10
tt0059229,There are movies and there is Fellini!,7/10
tt0059229,Way-Out Fellini,8/10
tt0059229,Not a masterpiece!,8/10
tt0059229,"Strange, symbolic, and surreal but ultimately unfulfilling",9/10
tt0069890,Bizarre blaxploitation! Not be missed!,5/10
tt0069890,Nothing can match the 70s movies,6/10
tt0069890,A Slightly Flawed Diamond in the Rough,8/10
tt0069890,Funky & Fun Gem!,6/10
tt0069890,A Classic,5/10
tt0069890,Blaxploitation Light,6/10
tt0069890,Who was that Bad Mamma Jamma???,3/10
tt0069890,"""Right on, sweet sister!""",8/10
tt0069890,A fun flick!,9/10
tt0069890,Funky fun with a statuesque lead and a game cast of known faces.,7/10
tt0069890,"Subtle, it ain't! This is one of the silliest films I've seen in some time!",8/10
tt0069890,My Crash Course in Race Relations,5/10
tt0069890,A total vintage 70's blaxploitation treat,7/10
tt0069890,The biggest afro in the business!,8/10
tt0069890,No jonesin' while Cleopatra's around.,6/10
tt0069890,Technically proficient and lots of fun,9/10
tt0069890,Not a great movie but deserves to be seen,7/10
tt0069890,I can't get enough of these great 'urban action' films from the 70's!,5/10
tt0069890,This is a wonderful addition to the blaxploitation genre that is absolutely a must see,6/10
tt0051418,Excellent B-grade entertainment!,8/10
tt0051418,Jello Again,6/10
tt0051418,Quite Absorbing,8/10
tt0051418,Nostalgia Heaven!,7/10
tt0051418,Gobs of Fun,7/10
tt0051418,"Nothing Can Stop It, Janey Girl!",8/10
tt0051418,"I grew up in Royersford, Pa.",8/10
tt0051418,Unstoppable,7/10
tt0051418,B-horror classic,8/10
tt0051418,Smarter than the average horror film,6/10
tt0051418,Somewhat flawed but still highly enjoyable,8/10
tt0051418,"""Come on, Steve, make sense!""",7/10
tt0051418,A Classic All On It's Own,6/10
tt0051418,"Tense, well paced thriller with a good sense of humour.",6/10
tt0051418,Classic 58's original in one of the first roles of Steve McQueen as intrepid young man,7/10
tt0051418,"Good, Campy Fun...",6/10
tt0051418,Cult and Classic Sci-Fi,8/10
tt0051418,"""It's Assimilating His Flesh At A Frightening Speed!""...",7/10
tt0051418,Goo Times,6/10
tt0051418,Pedestrian direction does nothing to mar a monster movie classic,10/10
tt0059346,"We need from you Monster Zero 1 and Monster Zero 2, Godzilla and Rodan.",8/10
tt0059346,Underrated Godzilla film,8/10
tt0059346,A Blast From My Childhood,7/10
tt0059346,Godzilla vs. Monster Zero (1965) ***,8/10
tt0059346,Godzilla goes to Space!,9/10
tt0059346,An undervalued gem.,6/10
tt0059346,MONSTER ZERO!,5/10
tt0059346,Godzilla Vs. Ghidorah Again!,7/10
tt0059346,"""They cause trouble sometimes, but...""",7/10
tt0059346,battle of the monsters,6/10
tt0059346,"Banzai, Nick Adams!",6/10
tt0059346,"Not enough monster footage,but still a good Godzilla film",6/10
tt0059346,The jig is up...,7/10
tt0059346,"Not one of the best, but still fun",6/10
tt0059346,In Space,6/10
tt0059346,Nick Adams joins the Godzilla series for another star vehicle in Japan,6/10
tt0059346,You can dance if you want to....,2/10
tt0059346,An all-out monster-alien war.,6/10
tt0059346,Godzilla & Rodan Vs. Ghidorah & Alien Invaders,6/10
tt0071141,"A German Update of ""All That Heaven Allows""",9/10
tt0071141,"A poignant, honest, and revealing work of art",10/10
tt0071141,Intolerance Everywhere,9/10
tt0071141,"""The story of impossible love"":",9/10
tt0071141,Sad. True. Beautiful.,10/10
tt0071141,Fassbinder's early masterpiece.,8/10
tt0071141,The film which made the greatest impression on me,8/10
tt0071141,Is it love?,6/10
tt0071141,Still relevant after all those years,8/10
tt0071141,Fassbinder at his bleakest?,8/10
tt0071141,Aggressive critique of bigoted German society undermined by idealized immigrant portrait,8/10
tt0071141,Strangely compelling,10/10
tt0071141,They just don't make them like this anymore,5/10
tt0071141,Powerful and balanced,9/10
tt0071141,social melodrama at its best,8/10
tt0071141,That Must Have Been Some Vacation!,10/10
tt0071141,"Tremendous examination of race, ageism and exclusion.",7/10
tt0071141,human and political: a rare combination,8/10
tt0071141,An actor's director,10/10
tt0071141,Fassbinder's look at forbidden love,7/10
tt0071141,German Subtlety: An Oxymoron?,10/10
tt0062873,Demy Paradis,8/10
tt0062873,Demy's tribute to the musicals,8/10
tt0062873,"A Classic That Keeps Astounding, Ever More Absurdly, With Each Visit",10/10
tt0062873,And I Don't Even Speak French!,9/10
tt0062873,A ray of cinematic sun,9/10
tt0062873,Deneuve + Dorleac x Demy = Delightful!,10/10
tt0062873,"Catchy tunes, silly puns, repartee and a high water mark for the French new wave!",10/10
tt0062873,We are twin sisters...,10/10
tt0062873,Dazzling -- The Musical that Celebrates the Visage of Love.,10/10
tt0062873,"Possibly my favourite musical, definitely an acquired taste, and YES there is an English version!",5/10
tt0062873,The Young Girls of Rochefort,5/10
tt0062873,Two of a kind musical; Deeper than you think,9/10
tt0062873,A light bit of fluff,5/10
tt0062873,The Young Girls of Rochefort is a wonderful French musical possibly inspired by American jazz,5/10
tt0062873,Apologies to people who like this...it's formally clumsy and emotionally empty,8/10
tt0062873,A lot of song and dance,7/10
tt0062873,Double your pleasure,10/10
tt0062873,A Sequel of Sorts,9/10
tt0062873,"A tasteful feast of Music, Dance and Colours",5/10
tt0062873,"Even the Guys Are Wearing ""Go-Go Boots""",5/10
tt0062873,I love musicals but...,9/10
tt0062873,An Overstuffed Pastiche of Hollywood Musicals Has Charms But Wears Thin,8/10
tt0062873,A more traditional musical this time from Jacques Demy but that's not a bad thing!,10/10
tt0054389,French gangster thriller that hits all the right notes,8/10
tt0054389,My favourite film.,10/10
tt0054389,One of Truffaut's best,5/10
tt0054389,Maybe I Just Don't Get It.....But I'll Try Again,7/10
tt0054389,A mix of comedy and tragedy,10/10
tt0054389,"Classic, inspired film-making",10/10
tt0054389,Sad Portrait of a Very Complex Character,7/10
tt0054389,Accept the Vacuum?,6/10
tt0054389,An Enjoyable Film-Noir by Truffault,8/10
tt0054389,Hit and miss,5/10
tt0054389,Remarkably enjoyable and fresh,7/10
tt0054389,Offbeat French New Wave Crime Drama With Hitchcockian Influences,8/10
tt0054389,"a good film but not a great one,...despite the hype",6/10
tt0054389,the loves of the pianist,8/10
tt0054389,Meh...,10/10
tt0054389,*** 1/2 out of ****,10/10
tt0054389,Truffaut's unconventional storytelling wisdom- as well as the music and photography- make the minor flaws near moot,8/10
tt0054389,Shooting the player.,2/10
tt0054389,"Entertaining, Comical & Touching",6/10
tt0054389,"A charming, inventive film-noir-homage.",9/10
tt0054389,"Truffaut An Over-Rated, Hack Director",3/10
tt0049189,Extremely Sexy and Ahead of Time,7/10
tt0049189,Bardot's image embodied a unique combination of perversity and innocence,8/10
tt0049189,And the cinema created Bardot,7/10
tt0049189,Ooh La La!!!,7/10
tt0049189,The Voice Matters,8/10
tt0049189,nice,8/10
tt0049189,Brigitte Bardot explodes,7/10
tt0049189,Bardot's star making vehicle,6/10
tt0049189,Has Become a Period Piece,7/10
tt0049189,BB at her Sauciest in Vadime's Best Film!,4/10
tt0049189,Bardot is beautiful--the script sure isn't,6/10
tt0049189,A Sensational Performance by Brigitte Bardot,7/10
tt0049189,Bardot launched,8/10
tt0049189,B.B. and not only,10/10
tt0049189,Let Your Guard Down,6/10
tt0049189,And God Created Woman But What Do They Want?,4/10
tt0049189,And aren't we all glad He did?,7/10
tt0049189,"Below-average ""classic"".",5/10
tt0049189,Retrograde melodrama that understandably caused a stir,10/10
tt0049189,Weak,10/10
tt0049189,catapulting Bardot to world fame,6/10
tt0049189,Burning in hell for watching this?!? I think NOT!,5/10
tt0050634,Visually inventive by any standards; inventive narrative by Soviet standards,9/10
tt0050634,Moscow Believes in Love,10/10
tt0050634,Powerful story of the effect of war.,10/10
tt0050634,The Wages of War,9/10
tt0050634,a poetic post-Stalinist Russian artistic awakening,10/10
tt0050634,Exquisite romantic tale of bittersweet war romance...,7/10
tt0050634,Impressive and Heartbreaking Romance in Times of War,9/10
tt0050634,just a gem,9/10
tt0050634,This is what lovers of movie-history dream of. Be blown away by the advanced quality and content!,8/10
tt0050634,truly magnificent,10/10
tt0050634,"THE CRANES ARE FLYING (Mikhail Kalatozov, 1957) ***1/2",8/10
tt0050634,"Realistic, humanistic portrayal of the civilian effects of the Great Patriotic War",9/10
tt0050634,Very very very good.,10/10
tt0050634,I am always waiting  The Cranes are Flying,9/10
tt0050634,Masterpiece from Russia.,10/10
tt0050634,Remarkable for its time,8/10
tt0050634,Superb film!,9/10
tt0050634,Where has the film been all my life?,10/10
tt0050634,the film is another weighty testament of how advanced and innovative Soviet Union was in the world cinema production,9/10
tt0050634,"A wonderful film,...one of the better war films",9/10
tt0050634,Let's face it: the Russians do a better job at making war movies than we do,10/10
tt0050634,Outstanding Russian Film,10/10
tt0050634,Wild Arc,7/10
tt0050634,love under the ash,9/10
tt0080610,an excellent film,9/10
tt0080610,"Another Magnificent Movie of Truffault, A Homage to Theatrics",9/10
tt0080610,The best of Truffaut's late films.,8/10
tt0080610,"Truffaut, Deneuve - voila!",9/10
tt0080610,A human movie,7/10
tt0080610,Lucas et Bernard,10/10
tt0080610,i really liked this one,9/10
tt0080610,"Before the war they were nobodies, now they are running the country.",9/10
tt0080610,A somewhat aimless latter day work from Francois Truffaut,3/10
tt0080610,Subtle and Powerful,8/10
tt0080610,Le Dernier Métro : A brilliant film about an artistic ménage à trois ! ! !,10/10
tt0080610,"Stunning and beautiful and a bit stilted now and then, maybe as device, give it a look!",8/10
tt0080610,Theatre of Good...,8/10
tt0080610,A Crowd-Pleaser about Art's Power to Carry on Even Through the Most Despairing Times,8/10
tt0080610,As Fresh in 2020 as in 1980,10/10
tt0080610,At times I feel like I really don't exist,8/10
tt0080610,Le dernier métro (métro not included),5/10
tt0080610,Why is the movie so long?,3/10
tt0080610,One from Les Films du Carrosse,9/10
tt0080610,A life in the theater,7/10
tt0080610,Only for lovers of Cinéma Francais,6/10
tt0080610,A more somnolent cinema experience than I expected...,7/10
tt0080610,Tale of theater world in occupied France could have been better with judicious editing,5/10
tt0080610,"""When the lights are dimmed in the morning I know it's rehearsal time, and when all the lights go out at night,it means you're on your way down!""",10/10
tt0080610,Quite good,9/10
tt0064612,Unique style and rhythm,8/10
tt0064612,Intellectual meditation of faith,8/10
tt0064612,The Battlefield of Ideologies,9/10
tt0064612,Too Much Religion,8/10
tt0064612,Romer at his most conversational,8/10
tt0064612,"Slow start, but a good film",10/10
tt0064612,The Woman Who Was Rejected,9/10
tt0064612,Still fresh,3/10
tt0064612,An Excellent Rohmer Classsic,10/10
tt0064612,"Well acted, but drier than dust...",2/10
tt0064612,Pascal's wager,8/10
tt0064612,"an excellent look at morality in relationships, or what is perceived as morality",7/10
tt0064612,A Movie Version of an Academic Paper,8/10
tt0064612,"Rohmer takes his ""Moral Tales"" to the Next Level",8/10
tt0064612,"Talky, but engaging",10/10
tt0064612,My Night at Maud's,5/10
tt0064612,I would have picked the brunette...,10/10
tt0064612,A personal testimony,7/10
tt0064612,A Paradox of a Great Film,8/10
tt0064612,Hard to understand without knowledge of religion,10/10
tt0068815,"Beautiful, bloody and brilliant.",8/10
tt0068815,The beginning of one of the most entertaining Japanese movie-series.,8/10
tt0068815,Based on Excellent Graphic Novel Series,10/10
tt0068815,Beauty among slaughter,10/10
tt0068815,The Brilliant Start to the Greatest Samurai-Cycle in Motion Picture History!,10/10
tt0068815,"superb movie, this was a major influence on quentin Tarantino's kill bill",7/10
tt0068815,Want Lots Of Blood And Japanese Stoicism?,8/10
tt0068815,"Good, decent Samurai film...first of a series.",9/10
tt0068815,"Beautiful, disturbing, bloody & touching.",6/10
tt0068815,Entertaining but also a bit unsavory.,9/10
tt0068815,The one that started it all,8/10
tt0068815,Classic samurai series,8/10
tt0068815,Serious offender,9/10
tt0068815,Bloody. Marvellous.,10/10
tt0068815,You would've been happier if you'd chosen to join your mother in her world.,8/10
tt0068815,First in a classic Japanese series,6/10
tt0068815,"A product of its time, yet usually enjoyable.",10/10
tt0068815,classic samurai film,10/10
tt0068815,Amazing,10/10
tt0068815,"Now, . . . a 10 is ridiculous, but . . .",10/10
tt0068815,One of my most favourate films,10/10
tt0068815,But when I swing my swords they all choppable,7/10
tt0068815,"YUSH, Classic Samurai Action!",6/10
tt0068815,Too short for two stories,8/10
tt0055597,"Engrossing, intriguing drama",7/10
tt0055597,Predator And Prey,9/10
tt0055597,Extraordinary for its era....,8/10
tt0055597,The gays' raven.,9/10
tt0055597,Internalized Homophobia Can Twist A Soul,8/10
tt0055597,Very Intelligent,8/10
tt0055597,one of the greatest of gay movies,8/10
tt0055597,"A Striking, well shot and memorable film",9/10
tt0055597,a film with something to say that is also a thrill to watch,8/10
tt0055597,Still a powerful movie,10/10
tt0055597,Drama Holds Up Well,8/10
tt0055597,Excellent Drama/Thriller,9/10
tt0055597,A Plea For Tolerance,8/10
tt0055597,Landmark British film,10/10
tt0055597,"""The Blackmailer's Charter""",10/10
tt0055597,Ground-breaking movie,9/10
tt0055597,Sinister drama tackling the dilemma of the inhuman discrimination of homosexuality,9/10
tt0055597,Excellent ground breaking film,8/10
tt0055597,"Give it a watch--it is not necessarily a ""gay"" picture",7/10
tt0055597,Someone once called this law against homosexuality the blackmailer's charter.,9/10
tt0055597,A Film Which Helped to Change the Law,10/10
tt0055597,Dirk Bogarde Comes Out,9/10
tt0064689,"If You Think The Film Is Great, Check Out the Outtakes",10/10
tt0064689,The 60's Personified...Period!,10/10
tt0064689,Watch out for your ears!!,10/10
tt0064689,Classic,10/10
tt0064689,Great glimpse into the joyous 1960s.,9/10
tt0064689,The Original Mind Blower,10/10
tt0064689,A wonderful time capsule of both the music and hippie scene of the 1960's,8/10
tt0064689,So many gone too young,7/10
tt0064689,Monterey Pop,6/10
tt0064689,music history,10/10
tt0064689,Music history,9/10
tt0064689,Brief flash of rock & pop thunder before the '60s came to a crashing end...,9/10
tt0064689,Three Days of Music and Love,7/10
tt0064689,more impressive as a time capsule/social document than as a rock concert film,10/10
tt0064689,One of the great concert films,7/10
tt0064689,White Rabbit,8/10
tt0064689,What can I say?,10/10
tt0064689,"""This is the love crowd, right?"" - Otis Redding",8/10
tt0064689,see this but look for the four hour three disc DVD set,3/10
tt0064689,Awesome Concert,10/10
tt0064689,The Motherlode - 1967 and the Festival That Celebrated It,8/10
tt0078875,Grotesque yet beautiful,9/10
tt0078875,Absorbing and Thought Provoking,7/10
tt0078875,Not for kids,4/10
tt0078875,"Wonderful Art Direction, Surrealistic Story and Annoying Character",10/10
tt0078875,Me and my drum,8/10
tt0078875,A Strange Fantasy,10/10
tt0078875,Strangely Beautiful,8/10
tt0078875,Beautifully disturbing,10/10
tt0078875,Extraordinary Film making.,8/10
tt0078875,"Sometimes great, sometimes weak, but definitely memorable",7/10
tt0078875,In 1920s Germany...,8/10
tt0078875,"Our kind must perform and run the show, or the others will run *us*.",8/10
tt0078875,One of the most memorable films of all time,8/10
tt0078875,Masterful throughout,1/10
tt0078875,pretty much pointless--the impact of this film is undone by its pretentiousness,8/10
tt0078875,A haunting movie ...,6/10
tt0078875,A strange story,9/10
tt0078875,Stay As Sweet As You Are.,9/10
tt0078875,"A strange, surrealist visit to war time Germany.",10/10
tt0078875,"The rise and fall of fascism and Nazism, seen through the eyes of a boy who refuses to grow.",6/10
tt0078875,An Adult Locked Inside a Child's Body with a Tin Drum,8/10
tt0078875,The Tin Drum,8/10
tt0078875,Not for everyone,2/10
tt0077711,"A powerful and moving film, if not one of Bergman's best",9/10
tt0077711,Powerful Drama From Ingmar Bergman,10/10
tt0077711,"""Human Face Has to Mean Something"":",10/10
tt0077711,"One of the very, very best",9/10
tt0077711,A Bergman Masterpiece,10/10
tt0077711,A PERFECT MOVIE,10/10
tt0077711,Bergman directs Bergman,8/10
tt0077711,one of Ingmar Bergman's best,9/10
tt0077711,A tremendous film but it left me feeling wrung-out.,9/10
tt0077711,Rubato,6/10
tt0077711,painful! magnificent!,5/10
tt0077711,Resonant and provocative,10/10
tt0077711,More like a stage-play,10/10
tt0077711,An uncompromising masterpiece,8/10
tt0077711,Scenes from a mother and daughter,7/10
tt0077711,"Bergman, Bergman and Ullmann combine for a dramatic tour de force",2/10
tt0077711,"Bergman and Bergman, Together At Last",8/10
tt0077711,Mentally weak people have non-existent problems.,10/10
tt0077711,"If you like endless monologues, you've found your movie.",10/10
tt0077711,"""A mother and a daughter... can you imagine a more terrible combination?""",9/10
tt0077711,what's love got to do with it,8/10
tt0077711,Ingmar Bergman at his most transparent and direct.,7/10
tt0067961,"Not an easy film to like, but one ends up admiring it anyhow...",6/10
tt0067961,Quietly Impressive,9/10
tt0067961,Devastatingly barren void = incredible verite experience,9/10
tt0067961,Unspeakably sad,8/10
tt0067961,"Quiet, memorable film.",9/10
tt0067961,One of those one-offs that makes you glad of the American cinema.,7/10
tt0067961,This weird film really touched me...,8/10
tt0067961,Bresson comes to Scranton,8/10
tt0067961,A tribute to Loden,8/10
tt0067961,Not quite the neglected masterpiece it's reputed to be...,4/10
tt0067961,Anomi.,9/10
tt0067961,Wanda,10/10
tt0067961,A tough watch,7/10
tt0067961,Relegated to the margins,6/10
tt0067961,Amazing Film,9/10
tt0067961,Definitely a special little genre movie.,10/10
tt0067961,cult semi classic...kinda slow...,7/10
tt0067961,Unique,5/10
tt0067961,Over-Praised,4/10
tt0067961,"Quirky, keenly touching character study.",3/10
tt0067961,Frustrating Viewing Experience,6/10
tt0051944,There's so much more to this movie that I never noticed,10/10
tt0051944,My brief review of the film,10/10
tt0051944,"Come For The Pretty, Stay For The Witty",8/10
tt0051944,Never say no to touch of storyline!,9/10
tt0051944,Tati's Masterpiece,7/10
tt0051944,Amusing Stroll through a French Town,7/10
tt0051944,Manifesto of a post-modern Chaplin,8/10
tt0051944,The absurdities of human behavior... and that music score!,10/10
tt0051944,The subtle world of Jacques Tati,9/10
tt0051944,A movie to WATCH for historical commentary,8/10
tt0051944,Ode to a Simpler and More Organic Way of Life,7/10
tt0051944,Here Jacques Tati plays the famous bumbling Monsieur Hulot who has some silly adventures at a factory,10/10
tt0051944,a man belonging to a dying world is sent away by his nephew's parents because he is not a good example,10/10
tt0051944,"And now, more than ever, this gentle rebuke is needed",9/10
tt0051944,Simply brilliant,9/10
tt0051944,the gentle world of Jacques Tati,10/10
tt0051944,"French Comedy masterpiece, Still today one of the best movies I have ever seen ( A+ Movie) My Ratings 10/10",5/10
tt0051944,Watching nothing happen...how funny!,2/10
tt0051944,Probably the worst Best Foreign Film Oscar winner of all time,9/10
tt0051944,Delightful,5/10
tt0051944,"Great concept, slow execution",6/10
tt0051944,A disappointment,9/10
tt0051944,Satire Has Never Been This Charming!,10/10
tt0072962,nothing is real,7/10
tt0072962,Contains some of the best and most invigorating editing you'll ever see,9/10
tt0072962,Hard to Believe This Was Welles Final,10/10
tt0072962,Orson Welles as a Cretan?,10/10
tt0072962,"Welles' last film is rambling, full of montage, and as provocative as ironically spellbinding",10/10
tt0072962,L is for Influence,6/10
tt0072962,"F For Fantastic, Farouche, Fanciful, Farcical, Fabulous.",9/10
tt0072962,Incredible,10/10
tt0072962,"Like magic, this is all show and no meat--which means it's a brilliant empty success",4/10
tt0072962,The masterful legacy of the man who changed the history of modern cinema,8/10
tt0072962,F for Fake,7/10
tt0072962,"A+ Concept, C- Execution",8/10
tt0072962,"Not a major Welles film, but a heck of an entertaining one!",10/10
tt0072962,Leave it to Orson,5/10
tt0072962,Orson Welles Tackles Frauds and Fakes,8/10
tt0072962,A Behemoth of Self-Reference,4/10
tt0072962,F for Fake,8/10
tt0072962,"Here is the truth. The last major film written, directed and featuring legendary director Orson Welles was F for Fantastic. A unique yet somewhat awkward watch.",4/10
tt0072962,M is for mediocre,6/10
tt0072962,Strange but excellent,8/10
tt0072962,The one true thing,7/10
tt0065649,"obscure and underrated; it's another of Kurosawa's dramas on the lower class, this time bleaker, a little more abstract, still a masterpiece",10/10
tt0065649,The pieces are better than the whole in the first film in color (and in some ways key to all films that follow) by Akira Kurasowa,7/10
tt0065649,Magical,9/10
tt0065649,Kurosawa's first film in color,10/10
tt0065649,Underrated Kurosawa,8/10
tt0065649,Genius at work,9/10
tt0065649,Sad Stories in the Slums of Tokyo,8/10
tt0065649,"less a movie, more a strange experience",8/10
tt0065649,"No samurai, just great characters",7/10
tt0065649,Kurosawa (more colorful and yet more somber than usual) shows the merit and limit of imagination...,6/10
tt0065649,A Modern version of Lower Depths,9/10
tt0065649,A Minor Epic,5/10
tt0065649,Cinematic Expressionism,8/10
tt0065649,Akira Kurosawa's first colors,9/10
tt0065649,"So sad, and yet beautiful",9/10
tt0065649,beautiful/tragic character study,6/10
tt0065649,The Sound of the Streetcar,9/10
tt0065649,Grim exploration,10/10
tt0065649,The horrors of hand to mouth living...,3/10
tt0065649,It helps if you understand Nichiren Buddhism,10/10
tt0065649,Tiresome and incoherent,6/10
tt0065649,a streetcar named Japan,9/10
tt0065649,"Subtle philosophical message mired in uneven, drawn-out storytelling",10/10
tt0040559,A delightful and highly original comedy.,9/10
tt0040559,The Rossellini Touch,7/10
tt0040559,The Machine That Kills Bad People,6/10
tt0040559,Let your camera kill!,9/10
tt0040559,"Combat injustice, but in moderation!",7/10
tt0040559,black-and-white fantasy plus comedy from Italy,9/10
tt0040559,"Hilarious, fast-paced morality comedy",6/10
tt0040559,"""Because even in hell, some people have friends in high places.""",7/10
tt0048127,"Forget the American Version, the Japanese one is so much better",7/10
tt0048127,"the English language version is a catastrophe, but the original uncut Japanese print has something more",7/10
tt0048127,Stick to the Japanese version!,7/10
tt0048127,"Somewhat good in places, but does not have the impact of the first movie.",6/10
tt0048127,Classic Japanese monster film,7/10
tt0048127,The Strange History,5/10
tt0048127,Acceptable Sequel,7/10
tt0048127,"Not as haunting as the first Godzilla film, but still a solid sequel.",6/10
tt0048127,"Gojira no gyakushû: Inferior sequel, but not by much",5/10
tt0048127,Good sequel to the iconic original,8/10
tt0048127,Godzilla Round Two,8/10
tt0048127,Quickie Sequel,6/10
tt0048127,Godzilla Raids Again is a very good sequel,7/10
tt0048127,"Godzilla is back, (if you are watching the Japanese Version.)",7/10
tt0048127,OK first sequel of the Godzilla series.,8/10
tt0048127,a sequel that is good but not as good as the original,7/10
tt0048127,"""We now face a threat even greater than nuclear weapons""",6/10
tt0048127,Godzilla's first sequel,5/10
tt0048127,classic monster mash,7/10
tt0048127,"""Trying to please a woman is like swimming the ocean.""",6/10
tt0048127,Godzilla gets a rival,7/10
tt0158714,Excellent revenge film with good performances and solid direction!,10/10
tt0158714,Beautiful and iconic revenge tale,7/10
tt0158714,"Don't let ""Kill Bill"" ruin this flick for you...",7/10
tt0158714,Ultimate vengeance movie,7/10
tt0158714,the beautiful young woman born to avenge her mother,8/10
tt0158714,Excellent Film Of Vengeance And Blood-Spray...,9/10
tt0158714,Lady Awesome,8/10
tt0158714,Bloody Marvelous,8/10
tt0158714,A masterpiece in its own right,10/10
tt0158714,A classic Japanese tale of vengeance.,7/10
tt0158714,Little known female Samurai movie,6/10
tt0158714,Blood and vengeance,9/10
tt0158714,Stylish saga of a vengeance-seeking femme fatale,9/10
tt0158714,Lady Snowblood,9/10
tt0158714,Color me Snowblood-Red!,9/10
tt0158714,"A violent, silly, rampaging romp, but has a heart of sadness.",9/10
tt0158714,Required viewing for Tarantino and martial arts fans.,9/10
tt0158714,Lady Snowblood; great Japanese martial arts extravaganza which was the main inspiration for Kill Bill,10/10
tt0158714,Lady Snowblood,7/10
tt0158714,Art House mayhem...,8/10
tt0158714,The action rivals with the Baby Cart movies,9/10
tt0158714,Female Samurai Film Well Worth Investigating,9/10
tt0068205,To the Uninitiated a Bit Unfulfilling; However.....,8/10
tt0068205,Marital Infidelity and Frederic,10/10
tt0068205,Sharp and insightful dialogue,7/10
tt0068205,Nice story,7/10
tt0068205,"CHLOE' IN THE AFTERNOON (Eric Rohmer, 1972) ***",9/10
tt0068205,Compelling and Well Written,8/10
tt0068205,Another good Rohmer about the intricacies of love,10/10
tt0068205,Insightful masterpiece,8/10
