review_id,imdb_id,review_title,rating_title
9877,tt0100944,Children's classic,7/10
9878,tt0100944,It's a winner,7/10
9879,tt0100944,"Dark, Humorous, Captivating Story Of Plucky Boy Vs Witches Coven",8/10
9880,tt0100944,"Very good movie, Anjelica is fabulous!",10/10
9881,tt0100944,i've always thought this was a great movie,10/10
9882,tt0100944,One my favorite childhood ... and present.. movies!,8/10
9883,tt0100944,Excellent for scaring kids who want to be scared,7/10
9884,tt0100944,The One and Only Witches,8/10
9885,tt0100944,Perhaps one of the best adaptations of Roald Dahl's work,9/10
9886,tt0100944,My favourite film to watch on Halloween!,8/10
9887,tt0100944,Still disturbs me.,9/10
9888,tt0100944,A Children's Masterpiece! A good movie for all!,8/10
9889,tt0100944,Magic,8/10
9890,tt0100944,Still holds some magic decades after it was made,9/10
9891,tt0100944,"Wonderfully dark, and truly bewitching",9/10
9892,tt0100944,"Awesome Dahl adaptation, wonderfully spooky",10/10
9893,tt0090142,Cheesiness at it's finest,9/10
9894,tt0090142,A timeless classic teen movie...,7/10
9895,tt0090142,Corny 80's gold,6/10
9896,tt0090142,Fox makes this movie,7/10
9897,tt0090142,I love this movie,9/10
9898,tt0090142,Not great but has a certain charm thanks mainly to a solid script and typical charm from Fox,5/10
9899,tt0090142,Lycontrophy CAN be cool!,8/10
9900,tt0090142,"80's teen fun, and Levine",4/10
9901,tt0090142,A Fairly Typical 80's Teen Movie That Loses Some Appeal As You Get Older,5/10
9902,tt0090142,Likable teen comedy.,7/10
9903,tt0090142,One of the best of the teen comedies,7/10
9904,tt0090142,This movie is awesome!!,6/10
9905,tt0090142,I Was a Teen Werewolf,7/10
9906,tt0090142,I liked it,8/10
9907,tt0090142,Teen Wolf,9/10
9908,tt0090142,With great power comes great fur.,8/10
9909,tt0090142,Definitely one of those movies that when it ends you wish would keep going,4/10
9910,tt0090142,80s cult classic,5/10
9911,tt0090142,Landing on your face......,7/10
9912,tt0090142,A film that needed more scenes like the initial werewolf transformation.,4/10
9913,tt0090142,Unfortunately it doesn't hold up,8/10
9914,tt0090142,Fantastic.,5/10
9915,tt0084917,Amazingly rare!,9/10
9916,tt0084917,A Slightly Twisted View of Our Own World,10/10
9917,tt0084917,"One of my favorite movies, period.",9/10
9918,tt0084917,Don't judge this movie by its book cover!,1/10
9919,tt0084917,Episodic. Like life itself.,6/10
9920,tt0084917,Disappointing,9/10
9921,tt0084917,"Writers, mothers & sons, violence & sex...",2/10
9922,tt0084917,A textbook example of how to adapt a novel for the screen,3/10
9923,tt0084917,Just One Last Blow-Job For The Road,8/10
9924,tt0084917,"Clue anyone? Or, What, no death by hanging?",1/10
9925,tt0084917,"Whatever you expect, you'll be surprised ...",5/10
9926,tt0084917,turgid,4/10
9927,tt0084917,Always enjoyable,1/10
9928,tt0084917,What the hell was all that about?,6/10
9929,tt0084917,Forgotten film that will never rekindle,8/10
9930,tt0084917,"Absurd, confusing, pointless drivel",1/10
9931,tt0084917,The World's (Really) According to Jenny,8/10
9932,tt0084917,A Worthy Adaptation,9/10
9933,tt0084917,"A great clown with a tragic smile, both on screen and off.",9/10
9934,tt0088206,"""I am Kara of ARGO city, daughter of Alura and Zor-El, and I don't scare easily.""",7/10
9935,tt0088206,EXCEPTIONAL FILM,10/10
9936,tt0088206,"If you know the facts, you will see how enjoyable this film is...",6/10
9937,tt0088206,Overlooked,8/10
9938,tt0088206,Supergirl is one classic 80's film! One of the most wonderful and greatest films ever!,7/10
9939,tt0088206,A good-hearted clunker,9/10
9940,tt0088206,Actually quite action-packed and entertaining.,7/10
9941,tt0088206,A gentle tale worth watching with a relaxed mind.,10/10
9942,tt0088206,Glad I'm not the only one,9/10
9943,tt0088206,One of the best super hero movies that never got the credit it deserved.,10/10
9944,tt0088206,Surrealist work of art,10/10
9945,tt0088206,Delightful!,10/10
9946,tt0088206,Wonderful underated movie,8/10
9947,tt0088206,A Very Enjoyable Adventure,8/10
9948,tt0088206,Only The Best.,10/10
9949,tt0088206,The TRUE heart of a beautiful hero.,10/10
9950,tt0088206,Did Not Deserve The Hate It Got,10/10
9951,tt0088206,A movie that I love as much today as I did 20 years ago.,8/10
9952,tt0088206,The director's cut could change minds.,1/10
9953,tt0089670,I wondered whatever happened to Jack? :D,7/10
9954,tt0089670,Not a vacation to remember,5/10
9955,tt0089670,Not bad but forgettable,5/10
9956,tt0089670,"It's the worst of the series, but not an awful movie in any aspects.",5/10
9957,tt0089670,Funny!,8/10
9958,tt0089670,"The Griswolds are back minus Ramis and Hughes and while not terrible, it is felt.",6/10
9959,tt0089670,Pigs in the old country.,5/10
9960,tt0089670,"Not as good as the first, not as bad as they say...",6/10
9961,tt0089670,"Good sequel, worth watching.",10/10
9962,tt0089670,A hilarious feel good movie,9/10
9963,tt0089670,A garbage chapter that isn't worth watching for anyone,3/10
9964,tt0089670,Loved It,6/10
9965,tt0089670,"A dull, crass and humorless sequel that even the scenery can't recommend",4/10
9966,tt0089670,An enjoyable fun-movie,6/10
9967,tt0089670,European Vacation: 6/10,10/10
9968,tt0089670,Is this movie bad? NO WAY,7/10
9969,tt0089670,A fun movie to see in the New Year.,3/10
9970,tt0089670,Europe was no good,5/10
9971,tt0089670,Lacking the laugh factor,7/10
9972,tt0089670,"Not as Good as the first Vacation,but Still a Ton of Fun,",6/10
9973,tt0089670,Those Griswolds on the road again,7/10
9974,tt0089670,There's chaos ensured with the Griswalds!,4/10
9975,tt0089670,Christmas and Las Vegas work better for the Griswold's,5/10
9976,tt0089670,Yikes,3/10
9977,tt0092999,One Of The Best Documentaries Ever Made,10/10
9978,tt0092999,No doubt - best documentary ever.,10/10
9979,tt0092999,Truth will move us forward,10/10
9980,tt0092999,Worked for director Henry Hampton in '87,10/10
9981,tt0092999,Overall excellent film,9/10
9982,tt0092999,Eyes On The Prize,10/10
9983,tt0092999,A great mini-series.,9/10
9984,tt0092999,The best documentary series ever made.,10/10
9985,tt0092999,Hope captured on film,10/10
9986,tt0092999,Copyright Issues,10/10
9987,tt0092007,Are you sure it isn't time for a colorful metaphor?,8/10
9988,tt0092007,Very solid movie,9/10
9989,tt0092007,"The best movie in the original saga ""Star Trek"".",8/10
9990,tt0092007,The most popular Star Trek movie,8/10
9991,tt0092007,I'm Ok --------- You're Ok -----------Are The Whales OK?,7/10
9992,tt0092007,Time for some colorful metaphors...,8/10
9993,tt0092007,'Star Trek' can't get any better!,9/10
9994,tt0092007,"A Vivid, Upbeat, Frequently Intelligent and Delightful Sci-Fi Adventure",9/10
9995,tt0092007,Silly but Trek at it's best!,8/10
9996,tt0092007,Whale Meet Again...,7/10
9997,tt0092007,The Lighter Side of TREK is GREAT Fun...,10/10
9998,tt0092007,Star Trek with a sense of humor!,10/10
9999,tt0092007,Our heroes friends journey back to Earth 20th Century trying to save mankind,10/10
10000,tt0092007,The Best of the Original Crew,10/10
10001,tt0092007,"A perfect, light hearted Sci-Fi Comedy which keeps you entertained for the whole two hours",10/10
10002,tt0092007,Hugely enjoyable!,10/10
10003,tt0092007,great!,8/10
10004,tt0092007,This goes to show what you can do with the right people at the helm,10/10
10005,tt0092007,There be whales here.,9/10
10006,tt0092007,The best of the TOS trek films!!!,8/10
10007,tt0086034,Roger Moore had perhaps the most fun as James Bond in Octopussy,10/10
10008,tt0086034,"Englishman. Likes eggs, preferably Fabergé, and dice, preferably loaded.",7/10
10009,tt0086034,"Fun , exciting and thrilling new entry with a brilliant villain , Louis Jourdan",7/10
10010,tt0086034,Moore's best Bond,8/10
10011,tt0086034,My favorite James Bond movie!,10/10
10012,tt0086034,"Entertaining, action packed n hilarious at times.",8/10
10013,tt0086034,Funny as Hell,10/10
10014,tt0086034,An underrated treat,8/10
10015,tt0086034,Bond had to catch that train...,8/10
10016,tt0086034,"""Fill Her Up Please"" ... ""I Need Refilling"" !",8/10
10017,tt0086034,Silly but fun,7/10
10018,tt0086034,Best of Roger Moore's 007's,7/10
10019,tt0086034,Anther great one,9/10
10020,tt0086034,This Beat 'Never Say Never Again' For A Reason...,7/10
10021,tt0086034,"In spite of having a certain roughness around its edges, Octopussy isn't an all that bad-a spy thriller - a good enough entry with enough to get caught up in.",10/10
10022,tt0086034,One of my favorite Bonds!,8/10
10023,tt0086034,My fave bond movie since childhood,10/10
10024,tt0086034,Why A Fun Film Like This Gets Hated So Much Is Beyond Me,10/10
10025,tt0086034,Bond As Indiana Jones,9/10
10026,tt0086034,Super movie,9/10
10027,tt0086034,More Moore!!!,8/10
10028,tt0086034,"Decent Bond movie in the Roger Moore era, focusing on incredible action sequences",8/10
10029,tt0086034,First film my dad took me to.,10/10
10030,tt0086034,100% Bond!,7/10
10031,tt0090555,The First Great Australian Comedy,9/10
10032,tt0090555,"The Film that Put ""Down Under"" on Top (10/10)",10/10
10033,tt0090555,Winning Formula Made This A Big Hit,9/10
10034,tt0090555,Paul Hogan!,10/10
10035,tt0090555,The Naive Crocodile Dundee Comes To New York,7/10
10036,tt0090555,Croc Out of the Water...One of the Best of its Kind...,8/10
10037,tt0090555,One classic!,8/10
10038,tt0090555,He went walkabout.,9/10
10039,tt0090555,More popular than I thought,9/10
10040,tt0090555,A gem from the Eighties.,8/10
10041,tt0090555,"""You can live on it...but it tastes like s--t!""",10/10
10042,tt0090555,Charismatic croc goes walkabout in the Big Apple,9/10
10043,tt0090555,The first and best of the series,8/10
10044,tt0090555,The original and the best,7/10
10045,tt0090555,Timeless classic.,8/10
10046,tt0090555,Likable Paul Hogan and lovely Linda Kozlowski in a FUN adventure,8/10
10047,tt0090555,Damn good fun,8/10
10048,tt0090555,Out of His Element in the Big City,8/10
10049,tt0090555,Great 80's fun,7/10
10050,tt0090555,Mick Dundee or the down-to-earth guy from Down Under ..,8/10
10051,tt0090555,Crocodile Dundee,10/10
10052,tt0090555,'That's a guy! A guy dressed up like a Sheila!',10/10
10053,tt0090060,John Hughes for the big kids.,7/10
10054,tt0090060,Its not that bad...a comment on the times.....,8/10
10055,tt0090060,The only illusion that's worth itSt. Elmo's Fire,8/10
10056,tt0090060,Forever Gets A Lot Shorter,3/10
10057,tt0090060,Shallow Characters Ruin Great Cast,7/10
10058,tt0090060,A very good movie about the complexities of life,6/10
10059,tt0090060,Soapy cheesy melodrama,7/10
10060,tt0090060,A gear change in life that is too often over looked,1/10
10061,tt0090060,Self-absorbed?,8/10
10062,tt0090060,St. Elmo's FIre,1/10
10063,tt0090060,"Love, loss and yuppiedom in the 80's",2/10
10064,tt0090060,"You don't tickle me, ""Elmo""...",6/10
10065,tt0090060,Come On- Seriously?,7/10
10066,tt0090060,"Well, you know, it ain't easy being me",2/10
10067,tt0090060,Remarkably Unsympathetic Portrayal of Post-College Angst,8/10
10068,tt0090060,Life And Love In The Eighties,6/10
10069,tt0090060,The Ultimate Brat Pack Of The 80s,3/10
10070,tt0090060,"This movie is silly, shallow, pointless and dull.",10/10
10071,tt0090060,Perhaps One Must Be of a Certain Age....,1/10
10072,tt0090060,Time capsule of the '80s,3/10
10073,tt0090060,"You broke the boy in me, but you won't break the man!",6/10
10074,tt0091278,"And you have to deal with me, Doug Masters",7/10
10075,tt0091278,First episode of the franchise with a magnificent Louis Gosset Jr. as ¨Chappy¨,5/10
10076,tt0091278,Spoilers. But you can't spoil this movie!,10/10
10077,tt0091278,A silly story rescued by some great aerial action,6/10
10078,tt0091278,1986: The year of the jet fighter movie!,5/10
10079,tt0091278,Very fun movie with a great soundtrack...,5/10
10080,tt0091278,If Only I Were Twelve,7/10
10081,tt0091278,Not as bad as some people make it seem,8/10
10082,tt0091278,Ignore the reviews. Great watch. Still 30 years after I first watched,7/10
10083,tt0091278,"One of our family classics, even if it isn't a very good movie.",4/10
10084,tt0091278,Iron Eagle,10/10
10085,tt0091278,One Vision,1/10
10086,tt0091278,Somewhat unrealistic,10/10
10087,tt0091278,A Solid 7 from me,1/10
10088,tt0091278,A classic!,1/10
10089,tt0091278,Don't watch it again if you have loved it as a child ;),1/10
10090,tt0091278,An Honest Review,5/10
10091,tt0086979,First outing for the Coens is an outstanding 80's film noir thriller,9/10
10092,tt0086979,The Coens' first great piece of cinema,10/10
10093,tt0086979,Memorable Modern Noir,9/10
10094,tt0086979,Texas noir,8/10
10095,tt0086979,Try to watch this without talking to the characters...,8/10
10096,tt0086979,Texas Is a Five-Letter Word Too.,8/10
10097,tt0086979,A Dark Little Gem,7/10
10098,tt0086979,Stylish Thriller.,9/10
10099,tt0086979,A great early Cohen film where the claustrophobic heat and tension seep from the screen,9/10
10100,tt0086979,"Visual Flair, Quirky Characters & Offbeat Humour",8/10
10101,tt0086979,Good Study,8/10
10102,tt0086979,You know in Greece they cut off the head of the messenger who brought bad news.,9/10
10103,tt0086979,Effective noir thrills,10/10
10104,tt0086979,terrific crime noir,9/10
10105,tt0086979,hilarious. astounding.,7/10
10106,tt0086979,"An ageless masterpiece, 85, Coen style, with it's bloody moments",6/10
10107,tt0086979,Dan Hedaya was robbed. He should have been nominated for an Oscar for his role,6/10
10108,tt0086979,"Overhyped but very good for 47 minutes, then it descends to chaos",7/10
10109,tt0086979,"A darker, more brooding affair than the directors' usual fare, this is an often slow thriller that has a few stand-out scenes of pure tension.",10/10
10110,tt0086979,An Interesting Story Overshadowed by Sluggish Pacing,9/10
10111,tt0086979,A stylish film noir,6/10
10112,tt0089880,Rambo is an Icon,8/10
10113,tt0089880,"Dragon Fly. Wolf Den..colorful names.....You may scream, there is no shame.",10/10
10114,tt0089880,Quintessential pure bad-ass the best action film my number 1 personal favorite,10/10
10115,tt0089880,More blood (letting),7/10
10116,tt0089880,A GREAT action film; Stallone IS THE PERFECT RAMBO!!,7/10
10117,tt0089880,He gets to win this time....,8/10
10118,tt0089880,"Ah, the 1980's...",10/10
10119,tt0089880,One of the best action films ever made,7/10
10120,tt0089880,Best Commando Guerilla Action Film Ever MADE !,7/10
10121,tt0089880,Great movie,3/10
10122,tt0089880,Revenge of the 80's: Patriotic hokum.,7/10
10123,tt0089880,"Enjoyable as an overblown, dated action movie but certainly not what Kevin Jarre was getting at",9/10
10124,tt0089880,Somewhat Offensive,8/10
10125,tt0089880,I've seen this movie hundreds of times. It only gets better.,6/10
10126,tt0089880,"""MURDOCK, I'M COMIN' TA GIT YOU""",2/10
10127,tt0089880,Insanely violence jungle war adventure,1/10
10128,tt0089880,Great sequel,9/10
10129,tt0089880,Exciting and moving Rambo episode in which he returns at Vietnam to rescue American prisoners,6/10
10130,tt0089880,A Celebration of Sarcomeres.,10/10
10131,tt0089880,Jingoism gone rampant,5/10
10132,tt0089880,The transition to ultimate action flick is flawless and this is one of the all time greats...,7/10
10133,tt0092048,Delicious & Delightful,9/10
10134,tt0092048,Made me want to get a bowl of noodles immediately.,10/10
10135,tt0092048,Avoid if Hungry: Acquire Ingredients Beforehand...,8/10
10136,tt0092048,The Wild Bunch at the noodle shop. Slurp!,9/10
10137,tt0092048,strange celebration of food,8/10
10138,tt0092048,My All-Time Favorite Movie!,10/10
10139,tt0092048,A classic of world cinema,10/10
10140,tt0092048,Zen and the Art of Noodle Eating,9/10
10141,tt0092048,an appetite for absurdity,9/10
10142,tt0092048,Something for Everyone,10/10
10143,tt0092048,Makes you HUNGRY!,10/10
10144,tt0092048,"Yes, I too prefer food fetish over foot fetish.",7/10
10145,tt0092048,Many unforgettable scenes,10/10
10146,tt0092048,New New Wave,10/10
10147,tt0092048,"Beautiful Film, A Classic",6/10
10148,tt0092048,Fun when it is focused on the main story,9/10
10149,tt0092048,Yummy!,10/10
10150,tt0092048,Itami's style fits nicely,9/10
10151,tt0092048,One of the best Japanese light comedies,7/10
10152,tt0092048,"loved this movie 25 years ago, liked it this time",7/10
10153,tt0092048,Tampopo,7/10
10154,tt0092048,"Once upon a time, not long ago. There lived a nooodlemaker named Tampopo. (spoilers!)",8/10
10155,tt0092048,Foody goody,10/10
10156,tt0094336,Classic dialogue makes for a hilarious film,9/10
10157,tt0094336,Brilliant Brit Comedy,9/10
10158,tt0094336,"Who says a comedy can't be intelligent, sad AND laugh out loud FUNNY?",10/10
10159,tt0094336,British film-making at its best.,10/10
10160,tt0094336,A Journey back to the 60s with George Harrison,7/10
10161,tt0094336,Not just a cult classic...a classic - period.,10/10
10162,tt0094336,"""We are not drunks. We are multi-millionaires!""",10/10
10163,tt0094336,Perennial Favourite,6/10
10164,tt0094336,A Faultless Work Of Art,3/10
10165,tt0094336,"""We've gone on holiday - by mistake.""",9/10
10166,tt0094336,Withnail & I,6/10
10167,tt0094336,Role of a lifetime,6/10
10168,tt0094336,Three viewings over two decades. I still don't get it.,10/10
10169,tt0094336,Smashing Comic Surrealism,10/10
10170,tt0094336,With Gangrenous Toe...,8/10
10171,tt0094336,Deservedly a cult classic (spoilers),8/10
10172,tt0094336,great debut for Richard E. Grant,3/10
10173,tt0094336,my absolute and utter favourite film,9/10
10174,tt0094336,A laugh out loud classic,8/10
10175,tt0088170,better than you've heard,7/10
10176,tt0088170,Underappreciated Star Trek film,8/10
10177,tt0088170,A solid and good yet predictable sequel that does not disappoint,9/10
10178,tt0088170,The Mindful Physician...,7/10
10179,tt0088170,You Klingon bastards! Kirk gets personal.,7/10
10180,tt0088170,"Best odd numbered ""Trek""",8/10
10181,tt0088170,This third part in cinema Star Trek turns out to be an exciting and thrilling sequel well directed by Leonard Nimoy,7/10
10182,tt0088170,The Needs of One...,9/10
10183,tt0088170,Very entertaining.,8/10
10184,tt0088170,William Shatner VS Christopher Lloyd,9/10
10185,tt0088170,"""He is not himself, but he lives.""",10/10
10186,tt0088170,Criminally underrated,10/10
10187,tt0088170,Intelligent life in the universe....,7/10
10188,tt0088170,"If my grandmother had wheels, she'd be a wagon",7/10
10189,tt0088170,Winning space saga,10/10
10190,tt0088170,A Good Search It Is,9/10
10191,tt0088170,The Perfect Continuation From Part 2,10/10
10192,tt0088170,I'm still searching for answers,9/10
10193,tt0088170,"You'll never watch ""Taxi"" reruns the same way again!",10/10
10194,tt0100140,Winona's finest hour,9/10
10195,tt0100140,"Beautiful, funny, moving movie",8/10
10196,tt0100140,A Quirky Comedy With Engaging Characters,8/10
10197,tt0100140,Unusual and very enjoyable,10/10
10198,tt0100140,A magic potion!,7/10
10199,tt0100140,A Delightful Little Film,8/10
10200,tt0100140,Winona's finest performance!,7/10
10201,tt0100140,How many times can a 15 year old girl want to die?,8/10
10202,tt0100140,**** Endlessly charming,7/10
10203,tt0100140,A teen girl obsessed with NUNS!?,9/10
10204,tt0100140,nice coming-of-age movie,7/10
10205,tt0100140,"""The 400 Blows"", as seen through a girl's eyes",9/10
10206,tt0100140,Girl Interrupted,9/10
10207,tt0100140,Delightful coming-of-age film,7/10
10208,tt0100140,So underrated!,10/10
10209,tt0100140,Good drama comedy,6/10
10210,tt0100140,"wonderul, cute, sweet comedy/drama, winona's best ever!!",7/10
10211,tt0100140,fun but overlong,9/10
10212,tt0100140,Under rated classic,8/10
10213,tt0100140,Mermaids (1990),5/10
10214,tt0100140,A Fun Way to Spend an Evening,10/10
10215,tt0090685,school is cool,10/10
10216,tt0090685,"""Why don't you call me sometime when you have no class?""",7/10
10217,tt0090685,Prime Rodney Dangerfield With Strong Supporting Cast,7/10
10218,tt0090685,Rodney Dangerfield is Terrific,7/10
10219,tt0090685,Revenge of the 80's:The reinvention of Rodney Dangerfield continues..,7/10
10220,tt0090685,There's only one man who can get away with being extremely obnoxious.,9/10
10221,tt0090685,Classic Dangerfield,9/10
10222,tt0090685,How great would it be to have Rodney Dangerfield in your class!,7/10
10223,tt0090685,Rodney You're a Genius!!!,8/10
10224,tt0090685,"Oh, man, do I miss Rodney!",8/10
10225,tt0090685,Typical 80's fun,6/10
10226,tt0090685,Rodney!,6/10
10227,tt0090685,Dangerfield vs. Shakespeare in a Laugher,7/10
10228,tt0090685,turn off your brain and laugh,8/10
10229,tt0090685,College for knowledge,6/10
10230,tt0090685,"If you like Dangerfield , you will like this movie",8/10
10231,tt0090685,A Classic,7/10
10232,tt0090685,Rodney's Best Movie Ever,6/10
10233,tt0090685,"Rodney at his funniest since ""Easy Money""",10/10
10234,tt0091217,In Inspiriing Story Of Second-Chances,10/10
10235,tt0091217,That championship season,10/10
10236,tt0091217,A great portrait of Indiana high school basketball's glory days!,8/10
10237,tt0091217,"Simply great drama for non-sports fans, too",9/10
10238,tt0091217,A winner anyway you look at it,10/10
10239,tt0091217,traditional underdog sports movie,8/10
10240,tt0091217,Full of passion and heart.,7/10
10241,tt0091217,The rare sports film that does it right.,8/10
10242,tt0091217,The Great American Movie?,10/10
10243,tt0091217,"A classic tale of triumph and redemption , being based on a true story",8/10
10244,tt0091217,The ROCKY of Basketball,10/10
10245,tt0091217,Easily the best sports movie ever made.,9/10
10246,tt0091217,"A superb time-capsule of mid-century, mid-western Americana.",10/10
10247,tt0091217,You WILL Love This Movie,9/10
10248,tt0091217,CHEER! - (9 stars out of 10),10/10
10249,tt0091217,Best basketball movie ever made,7/10
10250,tt0091217,Decent Basketball Film,8/10
10251,tt0091217,Excellent Film That Has Always Been Vastly Under-Rated,10/10
10252,tt0091217,Captures Its Time Period,10/10
10253,tt0091217,One of the better sports movies out there,10/10
10254,tt0091217,"A ""perfect"" feel-good movie",8/10
10255,tt0091217,More Poetic Than Just a Sports Movie,8/10
10256,tt0089461,One long music video with chop socky thrown in,9/10
10257,tt0089461,Flashy Kung Fu 80's Flick,8/10
10258,tt0089461,Shonuff!,10/10
10259,tt0089461,"A classic, hands down.",8/10
10260,tt0089461,Does this movie rock? Sho'NUFF!,10/10
10261,tt0089461,Kung Fu classic,7/10
10262,tt0089461,Art? No. Entertaining? Sho-nuff!,9/10
10263,tt0089461,The absolute best martial arts flick ever!,6/10
10264,tt0089461,This movie inspired me.,6/10
10265,tt0089461,Revenge of the 80's: The eighties personified.,6/10
10266,tt0089461,Fun 80s afro-fu,6/10
10267,tt0089461,"Agreeable nonsense, but wears out its welcome after a while.",10/10
10268,tt0089461,campy fun,10/10
10269,tt0089461,This movie really has it all.,6/10
10270,tt0089461,Must see,10/10
10271,tt0089461,"""He ain't no cornball, he's my brother, and he's the master!""",3/10
10272,tt0089461,I can't get enough of this movie!,1/10
10273,tt0089461,Kiss my Converse.......,4/10
10274,tt0089461,Dumb. Just dumb.,6/10
10275,tt0089461,Another Lame Attempt By Berry Gordy,2/10
10276,tt0096380,The best of the bunch,6/10
10277,tt0096380,Realistic Performances,9/10
10278,tt0096380,"""Big"" meets ""Freaky Friday"" via ""Like Father, Like Son,"" beating them all out single-handedly!",7/10
10279,tt0096380,Hilarious comedy/fantasy,8/10
10280,tt0096380,I see a silohuett-a of a man!,6/10
10281,tt0096380,Party till you puke!,9/10
10282,tt0096380,An engaging comedy.,8/10
10283,tt0096380,Funny and likeable 80's comedy,9/10
10284,tt0096380,Good-natured body swap comedy,9/10
10285,tt0096380,Son gets to be Dad,3/10
10286,tt0096380,"Young actors are really little adults, and mature actors are really big children.",7/10
10287,tt0096380,Mr. Freaky Friday,5/10
10288,tt0096380,"Good as a kid, great as an adult.",5/10
10289,tt0096380,Good leads can't elevate poor script...,4/10
10290,tt0096380,"""Party till you puke!""",10/10
10291,tt0096380,Very likable comedy runs out of ideas.,6/10
10292,tt0096380,Father and son,4/10
10293,tt0097814,Loved the message.,9/10
10294,tt0097814,One of the greatest children's films ever made,10/10
10295,tt0097814,A wonderful movie for all ages!,10/10
10296,tt0097814,Beautiful Artwork Highlights This Young Girl's Story,7/10
10297,tt0097814,Simply magical,10/10
10298,tt0097814,"Beautiful, uplifting, and yes, magical.",10/10
10299,tt0097814,A beautiful and introspective masterpiece,10/10
10300,tt0097814,Amazing,9/10
10301,tt0097814,The greatest movie ever made,10/10
10302,tt0097814,uplifting movie,10/10
10303,tt0097814,An Enchanting Witch's Tale,10/10
10304,tt0097814,A tribute to Japanese Animation!,10/10
10305,tt0097814,lovely story,8/10
10306,tt0097814,Ghibli is impressive as always,8/10
10307,tt0097814,"A Charming Story Of Innocence, Kindness And Stamina",10/10
10308,tt0097814,Beautiful film; Disney version pretty good.,10/10
10309,tt0097814,Wow!,6/10
10310,tt0097814,very cute but light as a feather,9/10
10311,tt0097814,A delightful little gem,10/10
10312,tt0097814,fantastic.,7/10
10313,tt0097814,The perfect combination of magical flying and a down-to-earth coming-of-age story...,10/10
10314,tt0097814,A well-regarded Ghibli classic,10/10
10315,tt0097814,Great film for pre-teen girls. Good dubbing for a change.,8/10
10316,tt0094142,"A writer writes - well, he tries to, anyway",7/10
10317,tt0094142,A Writer's Comedy,7/10
10318,tt0094142,Overlooked black comedy.,9/10
10319,tt0094142,A forgotten (by me) gem.,8/10
10320,tt0094142,A fun black comedy/thriller,7/10
10321,tt0094142,Refreshingly Nasty,7/10
10322,tt0094142,"Motives, Alibis and Crisscross",10/10
10323,tt0094142,Dan the man,9/10
10324,tt0094142,Devito's Book,7/10
10325,tt0094142,Mostly Fun,8/10
10326,tt0094142,"""Owen Doesn't Have Any Friends, He's Stupid""",8/10
10327,tt0094142,Momma and Owen and Owen's Friend Larry,8/10
10328,tt0094142,Too Much Of The Same Thing,6/10
10329,tt0094142,"Genius script, great acting, solid direction: The ingredients to a great film.",5/10
10330,tt0094142,"""You Don't have a cousin Patty."" ""You lied to me!"" ""BONG!""",10/10
10331,tt0094142,"Criminally Underrated! Oh, The Memories...",8/10
10332,tt0094142,One of the best dark comedies,5/10
10333,tt0094142,Dark comedy that is easily carried by the lead three's quirky characters,10/10
10334,tt0094142,some very funny moments but that's about all,9/10
10335,tt0086425,Stop Trying To Pretend Like You Hate Me,8/10
10336,tt0086425,Quirky characters who eventually grow on you,8/10
10337,tt0086425,Terms Of Endearment 2018,8/10
10338,tt0086425,Mother & Daughter,7/10
10339,tt0086425,"Quite good, but overrated",7/10
10340,tt0086425,"A little heavy, but with astonishing performances.",9/10
10341,tt0086425,Another near perfect blending of the smile and the tear...,6/10
10342,tt0086425,The Vidiot Reviews.....,5/10
10343,tt0086425,Wow,10/10
10344,tt0086425,"Talented cast , unsatisfactory script",6/10
10345,tt0086425,Genuine masterpiece - Well deserving of the 5 Oscar wins!,8/10
10346,tt0086425,The Most Overrated Oscar Winner Ever..? Probably YES !,2/10
10347,tt0086425,Shows that parents and children often love each other without liking each other,4/10
10348,tt0086425,The #1 Movie I Love to Hate,1/10
10349,tt0086425,Pass Me a Barf Bag,10/10
10350,tt0086425,The Worst Movie To Ever Win The Majors Oscars.,6/10
10351,tt0086425,MacLaine's best performance; ditto Winger & ensemble; Classic Nicholson - an excellent dramedy,1/10
10352,tt0086425,I laughed! I cried! I laughed! And then I starting sobbing!,10/10
10353,tt0086425,A dissenting view from an old curmudgeon.,9/10
10354,tt0086425,Overrated and manipulative,2/10
10355,tt0086425,Classic,1/10
10356,tt0086425,As comedic and dramatic as life can get ...,8/10
10357,tt0091578,What A Laundrette!,8/10
10358,tt0091578,A perfect slice of Thatcherite Britain.....oh! And a fab gay romance..,8/10
10359,tt0091578,Magic-realist masterpiece.,9/10
10360,tt0091578,My Beautiful Daniel Day Lewis!,9/10
10361,tt0091578,multicultural and multisexual perspectives,3/10
10362,tt0091578,A business deal melds immigrant and punk,7/10
10363,tt0091578,No One Gets Killed,9/10
10364,tt0091578,"Highly recommended, entertaining slice of real London life",8/10
10365,tt0091578,This is a difficult movie to love because all the characters are so difficult to like.,9/10
10366,tt0091578,multicultural gay love story,8/10
10367,tt0091578,Intelligent & aren't Johnny and Omar cute?,8/10
10368,tt0091578,A Pleasant Surprise,9/10
10369,tt0091578,Deserves a much higher IMDb rating,9/10
10370,tt0091578,""" In this Damned Country, that we hate and love....""",6/10
10371,tt0091578,The laundrette that will wash the dirty linen of a few clichés... and break a few taboos...,8/10
10372,tt0091578,A brilliantly observed and wickedly funny study of its central themes and characters,4/10
10373,tt0091578,Not just a gay love story!,8/10
10374,tt0091578,making it in Thatcher's England,8/10
